activity_id,name,type,gear_id,date,distance_miles,moving_time_min,elapsed_time_min,elevation_gain_ft,avg_pace,avg_pace_sec,max_pace,max_pace_sec,start_lat,start_lng
9551643055,Slowed by berry foraging,Hike,,2023-07-30T14:15:06Z,7.9,02:42:03,02:42:03,1289.37,,,,,42.23405,-71.02915
9457874193,Lunch Hike,Hike,,2023-07-15T16:45:38Z,3.9,01:51:24,01:51:24,893.7,,,,,44.14083640091121,-72.86344841122627
9419869427,Didn’t realize it was a point-to-point,Hike,,2023-07-09T14:08:04Z,7.02,02:35:45,02:35:45,1827.76,,,,,42.21103,-71.1211
9383755314,"Afternoon hike at Bear, Nymph, Dream, and Emerald Lake via Bear Lake and Nymph Lake Trail",Hike,,2023-07-02T15:14:56Z,4.83,02:29:20,02:29:20,876.31,,,,,40.31186,-105.6461
9383762009,Evening hike,Hike,,2023-07-01T23:50:59Z,1.49,00:32:47,00:32:47,65.94,,,,,40.32629,-105.59406
9383764124,Morning hike at Sky Pond via Glacier Gorge Trail,Hike,,2023-07-01T13:39:04Z,10.67,03:47:59,03:47:59,1979.66,,,,,40.31039,-105.64027
9383769355,Afternoon hike at Alluvial Fan Trail,Hike,,2023-06-30T20:09:29Z,0.94,00:22:46,00:22:46,155.84,,,,,40.4099,-105.63203
9383770683,Afternoon hike at Lake Irene Trail,Hike,,2023-06-30T17:57:52Z,0.89,00:22:16,00:22:16,110.24,,,,,40.41381,-105.81912
9333960266,Hike with mom,Hike,,2023-06-25T14:56:58Z,4.86,01:38:31,01:38:31,428.15,,,,,42.33138,-71.47492
9248432241,Lunch Hike,Hike,,2023-06-10T15:05:05Z,0.7,00:16:08,00:16:08,57.74,,,,,44.142128471285105,-72.86338026635349
9159296027,Morning Hike,Hike,,2023-05-28T11:56:50Z,6.7,02:46:38,02:46:38,1410.76,,,,,44.14077881723642,-72.86318848840892
9152569710,Back at it,Hike,,2023-05-27T13:42:23Z,9.08,04:35:29,04:35:29,2458.66,,,,,44.14077227935195,-72.86321824416518
9112769361,Morning hike at North Skyline Trail to Skyline Trail South Loop via Coon Hollow Path,Hike,,2023-05-20T13:08:20Z,5.13,01:53:48,01:53:48,1251.31,,,,,42.21949,-71.11848
9023356159,Afternoon Hike,Hike,,2023-05-06T18:17:29Z,2.17,00:57:59,00:57:59,375.98,,,,,42.43524810299277,-71.18091990239918
8954852378,Some light running but Pru was trying desperately to sprain my other foot,Hike,,2023-04-25T13:13:25Z,2.48,00:40:58,00:40:58,368.11,,,,,44.45724,-72.65725
8954814884,Morning Hike,Hike,,2023-04-22T13:46:42Z,5.42,02:13:13,02:13:13,844.16,,,,,44.48518,-72.62703
8954814851,Afternoon Hike,Hike,,2023-04-21T18:39:49Z,2.32,00:55:29,00:55:29,239.17,,,,,44.50976,-72.75909
8896370024,Foot felt good til 3.5,Hike,,2023-04-15T14:58:13Z,4.6,01:43:32,01:43:32,1193.24,,,,,42.21937,-71.11838
8783282437,Testing out the foot,Hike,,2023-03-26T17:46:17Z,5.69,01:51:27,01:51:27,706.04,,,,,42.21491,-71.06975
8488958915,Lunch Hike,Hike,,2023-02-01T17:49:45Z,0.91,00:28:23,00:28:23,192.91,,,,,44.14002662524581,-72.86315571516752
8146158307,The dogs were being idiots,Hike,,2022-11-20T18:40:22Z,1.66,00:34:08,00:34:08,128.61,,,,,42.212363,-71.092189
7942362717,Morning Hike,Hike,,2022-10-10T04:57:22Z,0.0,02:14:50,02:14:50,0.0,,,,,-3.159348,37.366213
